id,anio,mun,estratos,sexo,edad,total,total_low,total_upp,dim,nomgeo
854,2015.0,7.0,Estrato alto,Hombre,0-11,2931.0,215027553464000.0,371172446536000.0,Vivienda,Iztapalapa
855,2015.0,7.0,Estrato alto,Hombre,No especificado,112.0,-304705020135000.0,254470502014000.0,Vivienda,Iztapalapa
856,2015.0,7.0,Estrato alto,Mujer,12-29,9256.0,751331278343000.0,109986872166000.0,Vivienda,Iztapalapa
857,2015.0,7.0,Estrato alto,Mujer,30-44,13612.0,115801853772000.0,156438146228000.0,Vivienda,Iztapalapa
858,2015.0,7.0,Estrato alto,Mujer,60 y mas,22913.0,192734568066000.0,265525431934000.0,Vivienda,Iztapalapa
859,2015.0,7.0,Estrato alto,Mujer,No especificado,89.0,-702646035976000.0,248264603598000.0,Vivienda,Iztapalapa
860,2015.0,8.0,Pobreza muy alta,Hombre,45-59,3324.0,249882545299000.0,414917454701000.0,Vivienda,La Magdalena Contreras
861,2015.0,8.0,Pobreza muy alta,Hombre,No especificado,37.0,-197768555031000.0,937768555031000.0,Vivienda,La Magdalena Contreras
862,2015.0,8.0,Pobreza muy alta,Mujer,0-11,8552.0,644181117278000.0,106621888272000.0,Vivienda,La Magdalena Contreras
863,2015.0,8.0,Pobreza muy alta,Mujer,45-59,4388.0,342408518793000.0,535191481207000.0,Vivienda,La Magdalena Contreras
864,2015.0,8.0,Pobreza muy alta,Mujer,60 y mas,1789.0,126650822429000.0,231149177571000.0,Vivienda,La Magdalena Contreras
865,2015.0,8.0,Pobreza muy alta,Mujer,No especificado,51.0,-13863049429700.0,115863049430000.0,Vivienda,La Magdalena Contreras
866,2015.0,8.0,Pobreza alta,Hombre,0-11,2900.0,183707199342000.0,396292800658000.0,Vivienda,La Magdalena Contreras
867,2015.0,8.0,Pobreza moderada,Hombre,12-29,8784.0,667824819816000.0,108897518018000.0,Vivienda,La Magdalena Contreras
868,2015.0,8.0,Pobreza moderada,Hombre,45-59,5103.0,395738803828000.0,624861196172000.0,Vivienda,La Magdalena Contreras
869,2015.0,8.0,Satisfaccion mínima,Hombre,12-29,3321.0,254547999571000.0,409652000429000.0,Vivienda,La Magdalena Contreras
870,2015.0,8.0,Satisfaccion mínima,Hombre,45-59,2305.0,178057627903000.0,282942372097000.0,Vivienda,La Magdalena Contreras
871,2015.0,8.0,Satisfaccion mínima,Hombre,No especificado,9.0,-112586709954000.0,292586709954000.0,Vivienda,La Magdalena Contreras
872,2015.0,8.0,Satisfaccion mínima,Mujer,30-44,2561.0,204024660004000.0,308175339996000.0,Vivienda,La Magdalena Contreras
873,2015.0,8.0,Satisfaccion mínima,Mujer,45-59,2541.0,19365940500300.0,31454059499700.0,Vivienda,La Magdalena Contreras
874,2015.0,8.0,Satisfaccion mínima,Mujer,60 y mas,1596.0,114148378058000.0,205051621942000.0,Vivienda,La Magdalena Contreras
875,2015.0,8.0,Estrato medio,Mujer,60 y mas,3982.0,303431992584000.0,492968007416000.0,Vivienda,La Magdalena Contreras
876,2015.0,8.0,Estrato alto,Mujer,0-11,796.0,395192106119000.0,119680789388000.0,Vivienda,La Magdalena Contreras
877,2015.0,8.0,Estrato alto,Mujer,30-44,2300.0,163638110081000.0,296361889919000.0,Vivienda,La Magdalena Contreras
878,2015.0,8.0,Estrato alto,Mujer,No especificado,11.0,-150684971430000.0,370684971430000.0,Vivienda,La Magdalena Contreras
879,2015.0,9.0,Pobreza muy alta,Hombre,30-44,4848.0,345688921867000.0,623911078133000.0,Vivienda,Milpa Alta
880,2015.0,9.0,Pobreza muy alta,Hombre,60 y mas,1002.0,589598975612000.0,141440102439000.0,Vivienda,Milpa Alta
881,2015.0,9.0,Pobreza muy alta,Mujer,0-11,6567.0,477424395451000.0,835975604549000.0,Vivienda,Milpa Alta
882,2015.0,9.0,Pobreza muy alta,Mujer,12-29,8294.0,603214752918000.0,105558524708000.0,Vivienda,Milpa Alta
883,2015.0,9.0,Pobreza muy alta,Mujer,45-59,2306.0,161057219768000.0,300142780232000.0,Vivienda,Milpa Alta
884,2015.0,9.0,Pobreza alta,Mujer,0-11,2348.0,150050635042000.0,319549364958000.0,Vivienda,Milpa Alta
885,2015.0,9.0,Pobreza alta,Mujer,12-29,3442.0,217625739156000.0,470774260844000.0,Vivienda,Milpa Alta
886,2015.0,9.0,Pobreza alta,Mujer,45-59,1689.0,113655794757000.0,224144205243000.0,Vivienda,Milpa Alta
887,2015.0,9.0,Pobreza moderada,Hombre,0-11,3497.0,221834227956000.0,477565772044000.0,Vivienda,Milpa Alta
888,2015.0,9.0,Pobreza moderada,Hombre,30-44,3963.0,280599276682000.0,512000723318000.0,Vivienda,Milpa Alta
889,2015.0,9.0,Pobreza moderada,Mujer,30-44,4496.0,320396713088000.0,578803286912000.0,Vivienda,Milpa Alta
890,2015.0,9.0,Satisfaccion mínima,Hombre,0-11,885.0,507034127929000.0,126296587207000.0,Vivienda,Milpa Alta
891,2015.0,9.0,Satisfaccion mínima,Hombre,30-44,1649.0,912336045461000.0,238566395454000.0,Vivienda,Milpa Alta
892,2015.0,9.0,Satisfaccion mínima,Mujer,30-44,1867.0,111679381817000.0,261720618183000.0,Vivienda,Milpa Alta
893,2015.0,9.0,Satisfaccion mínima,Mujer,No especificado,7.0,-980468869085000.0,238046886908000.0,Vivienda,Milpa Alta
894,2015.0,9.0,Estrato medio,Hombre,45-59,1523.0,973682896736000.0,207231710326000.0,Vivienda,Milpa Alta
895,2015.0,9.0,Estrato medio,Hombre,No especificado,14.0,-571958856474000.0,33719588564700.0,Vivienda,Milpa Alta
896,2015.0,9.0,Estrato medio,Mujer,12-29,2094.0,135608380690000.0,283191619310000.0,Vivienda,Milpa Alta
897,2015.0,9.0,Estrato medio,Mujer,45-59,2061.0,127404361217000.0,284795638783000.0,Vivienda,Milpa Alta
898,2015.0,9.0,Estrato medio,Mujer,60 y mas,1113.0,703959325526000.0,152204067447000.0,Vivienda,Milpa Alta
899,2015.0,9.0,Estrato alto,Hombre,30-44,562.0,286754164863000.0,837245835137000.0,Vivienda,Milpa Alta
900,2015.0,9.0,Estrato alto,Hombre,45-59,696.0,372218359964000.0,101978164004000.0,Vivienda,Milpa Alta
901,2015.0,10.0,Pobreza muy alta,Hombre,0-11,18069.0,15109281372700.0,21028718627300.0,Vivienda,Álvaro Obregón
902,2015.0,10.0,Pobreza muy alta,Mujer,0-11,18701.0,148834024090000.0,225185975910000.0,Vivienda,Álvaro Obregón
903,2015.0,10.0,Pobreza muy alta,Mujer,30-44,17573.0,135747705044000.0,215712294956000.0,Vivienda,Álvaro Obregón
904,2015.0,10.0,Pobreza muy alta,Mujer,45-59,8377.0,628916970620000.0,104648302938000.0,Vivienda,Álvaro Obregón
905,2015.0,10.0,Pobreza muy alta,Mujer,60 y mas,4608.0,338205454514000.0,583394545486000.0,Vivienda,Álvaro Obregón
906,2015.0,10.0,Pobreza alta,Hombre,12-29,11949.0,982149123904000.0,140765087610000.0,Vivienda,Álvaro Obregón
907,2015.0,10.0,Pobreza alta,Hombre,45-59,5551.0,452325603500000.0,657874396500000.0,Vivienda,Álvaro Obregón
908,2015.0,10.0,Pobreza alta,Hombre,60 y mas,2977.0,230883524683000.0,364516475317000.0,Vivienda,Álvaro Obregón
909,2015.0,10.0,Pobreza alta,Mujer,60 y mas,4098.0,306938539182000.0,512661460818000.0,Vivienda,Álvaro Obregón
910,2015.0,10.0,Pobreza alta,Mujer,No especificado,15.0,-144386228659000.0,444386228659000.0,Vivienda,Álvaro Obregón
911,2015.0,10.0,Pobreza moderada,Hombre,12-29,23726.0,205896117857000.0,268623882143000.0,Vivienda,Álvaro Obregón
912,2015.0,10.0,Pobreza moderada,Mujer,45-59,15862.0,133040491210000.0,184199508790000.0,Vivienda,Álvaro Obregón
913,2015.0,10.0,Satisfaccion mínima,Mujer,0-11,6634.0,512774242783000.0,814025757217000.0,Vivienda,Álvaro Obregón
914,2015.0,10.0,Satisfaccion mínima,Mujer,No especificado,35.0,-180471934888000.0,880471934888000.0,Vivienda,Álvaro Obregón
915,2015.0,10.0,Estrato medio,Hombre,0-11,9275.0,702502300709000.0,1152497699290.0,Vivienda,Álvaro Obregón
916,2015.0,10.0,Estrato medio,Mujer,30-44,21555.0,181752603264000.0,249347396736000.0,Vivienda,Álvaro Obregón
917,2015.0,10.0,Estrato alto,Hombre,60 y mas,11338.0,925431942982000.0,134216805702000.0,Vivienda,Álvaro Obregón
918,2015.0,10.0,Estrato alto,Hombre,No especificado,45.0,-181999343013000.0,108199934301000.0,Vivienda,Álvaro Obregón
919,2015.0,10.0,Estrato alto,Mujer,12-29,9010.0,502227406379000.0,129977259362000.0,Vivienda,Álvaro Obregón
920,2015.0,11.0,Pobreza muy alta,Hombre,12-29,12102.0,101335638747000.0,140704361253000.0,Vivienda,Tláhuac
921,2015.0,11.0,Pobreza muy alta,Hombre,No especificado,41.0,-376398673343000.0,11963986733400.0,Vivienda,Tláhuac
922,2015.0,11.0,Pobreza alta,Hombre,30-44,5295.0,408231120459000.0,650768879541000.0,Vivienda,Tláhuac
923,2015.0,11.0,Pobreza alta,Mujer,12-29,6997.0,536192326847000.0,863207673153000.0,Vivienda,Tláhuac
924,2015.0,11.0,Pobreza alta,Mujer,30-44,6643.0,519295760129000.0,809304239871000.0,Vivienda,Tláhuac
925,2015.0,11.0,Pobreza alta,Mujer,60 y mas,2026.0,13679140604100.0,26840859395900.0,Vivienda,Tláhuac
926,2015.0,11.0,Pobreza alta,Mujer,No especificado,1.0,-111796289659000.0,311796289659000.0,Vivienda,Tláhuac
927,2015.0,11.0,Pobreza moderada,Hombre,30-44,11925.0,100341017386000.0,138158982614000.0,Vivienda,Tláhuac
928,2015.0,11.0,Pobreza moderada,Hombre,45-59,8127.0,635392225483000.0,990007774517000.0,Vivienda,Tláhuac
929,2015.0,11.0,Pobreza moderada,Hombre,60 y mas,5188.0,394744676600000.0,642855323400000.0,Vivienda,Tláhuac
930,2015.0,11.0,Satisfaccion mínima,Hombre,0-11,2909.0,216468560101000.0,365331439899000.0,Vivienda,Tláhuac
931,2015.0,11.0,Satisfaccion mínima,Hombre,12-29,7059.0,537507538057000.0,874292461943000.0,Vivienda,Tláhuac
932,2015.0,11.0,Satisfaccion mínima,Hombre,30-44,5247.0,413881609328000.0,635518390672000.0,Vivienda,Tláhuac
933,2015.0,11.0,Satisfaccion mínima,Mujer,45-59,5167.0,400480644171000.0,632919355829000.0,Vivienda,Tláhuac
934,2015.0,11.0,Estrato medio,Hombre,0-11,3883.0,291707297774000.0,484892702226000.0,Vivienda,Tláhuac
935,2015.0,11.0,Estrato alto,Hombre,0-11,572.0,230272571254000.0,913727428746000.0,Vivienda,Tláhuac
936,2015.0,11.0,Estrato alto,Hombre,60 y mas,1804.0,124394807487000.0,236405192513000.0,Vivienda,Tláhuac
937,2015.0,11.0,Estrato alto,Mujer,0-11,415.0,773726129968000.0,752627387003000.0,Vivienda,Tláhuac
938,2015.0,11.0,Estrato alto,Mujer,12-29,2117.0,135136283280000.0,288263716720000.0,Vivienda,Tláhuac
939,2015.0,11.0,Estrato alto,Mujer,30-44,2164.0,146220236876000.0,286579763124000.0,Vivienda,Tláhuac
940,2015.0,11.0,Estrato alto,Mujer,45-59,2957.0,233176468774000.0,358223531226000.0,Vivienda,Tláhuac
941,2015.0,11.0,Estrato alto,Mujer,60 y mas,2385.0,163666775386000.0,313333224614000.0,Vivienda,Tláhuac
942,2015.0,12.0,Pobreza muy alta,Hombre,12-29,21721.0,176051776718000.0,258368223282000.0,Vivienda,Tlalpan
943,2015.0,12.0,Pobreza muy alta,Mujer,12-29,24811.0,198379335158000.0,297840664842000.0,Vivienda,Tlalpan
944,2015.0,12.0,Pobreza muy alta,Mujer,30-44,17105.0,141631962128000.0,200468037872000.0,Vivienda,Tlalpan
945,2015.0,12.0,Pobreza muy alta,Mujer,45-59,8291.0,648956165309000.0,100924383469000.0,Vivienda,Tlalpan
946,2015.0,12.0,Pobreza alta,Hombre,0-11,6930.0,542759981516000.0,843240018484000.0,Vivienda,Tlalpan
947,2015.0,12.0,Pobreza alta,Hombre,60 y mas,2712.0,221517693844000.0,320882306156000.0,Vivienda,Tlalpan
948,2015.0,12.0,Pobreza alta,Mujer,45-59,5367.0,44365752206300.0,62974247793700.0,Vivienda,Tlalpan
949,2015.0,12.0,Pobreza alta,Mujer,60 y mas,2955.0,227522035335000.0,363477964665000.0,Vivienda,Tlalpan
950,2015.0,12.0,Pobreza moderada,Hombre,12-29,22601.0,195047012765000.0,256972987235000.0,Vivienda,Tlalpan
951,2015.0,12.0,Pobreza moderada,Hombre,30-44,16408.0,144272681514000.0,183887318486000.0,Vivienda,Tlalpan
952,2015.0,12.0,Pobreza moderada,Hombre,45-59,12146.0,103974437420000.0,138945562580000.0,Vivienda,Tlalpan
953,2015.0,12.0,Pobreza moderada,Mujer,0-11,12478.0,108629681236000.0,140930318764000.0,Vivienda,Tlalpan
954,2015.0,12.0,Pobreza moderada,Mujer,12-29,21231.0,18237352070400.0,24224647929600.0,Vivienda,Tlalpan
955,2015.0,12.0,Pobreza moderada,Mujer,45-59,14189.0,120507944621000.0,163272055379000.0,Vivienda,Tlalpan
956,2015.0,12.0,Satisfaccion mínima,Hombre,12-29,10931.0,889120763213000.0,129707923679000.0,Vivienda,Tlalpan
957,2015.0,12.0,Satisfaccion mínima,Hombre,45-59,7157.0,595569620446000.0,835830379554000.0,Vivienda,Tlalpan
958,2015.0,12.0,Satisfaccion mínima,Mujer,0-11,5814.0,477936640896000.0,684863359104000.0,Vivienda,Tlalpan
959,2015.0,12.0,Satisfaccion mínima,Mujer,12-29,11134.0,922460671636000.0,13043393283600.0,Vivienda,Tlalpan
960,2015.0,12.0,Estrato medio,Hombre,No especificado,87.0,-395354632293000.0,213535463229000.0,Vivienda,Tlalpan
961,2015.0,12.0,Estrato alto,Hombre,12-29,7997.0,621702852002000.0,977697147998000.0,Vivienda,Tlalpan
962,2015.0,12.0,Estrato alto,Hombre,30-44,9377.0,752859333495000.0,11225406665100.0,Vivienda,Tlalpan
963,2015.0,12.0,Estrato alto,Hombre,45-59,8811.0,703888215730000.0,105831178427000.0,Vivienda,Tlalpan
964,2015.0,12.0,Estrato alto,Hombre,No especificado,1.0,-111796289659000.0,311796289659000.0,Vivienda,Tlalpan
965,2015.0,12.0,Estrato alto,Mujer,0-11,2014.0,136900878326000.0,265899121674000.0,Vivienda,Tlalpan
966,2015.0,12.0,Estrato alto,Mujer,12-29,7789.0,599442639400000.0,958357360600000.0,Vivienda,Tlalpan
967,2015.0,12.0,Estrato alto,Mujer,60 y mas,15256.0,12143300637300.0,18368699362700.0,Vivienda,Tlalpan
968,2015.0,12.0,Estrato alto,Mujer,No especificado,56.0,-248286011195000.0,112248286011000.0,Vivienda,Tlalpan
969,2015.0,13.0,Pobreza muy alta,Hombre,0-11,14124.0,107951503897000.0,174528496103000.0,Vivienda,Xochimilco
970,2015.0,13.0,Pobreza muy alta,Hombre,30-44,10720.0,797797332571000.0,134620266743000.0,Vivienda,Xochimilco
971,2015.0,13.0,Pobreza muy alta,Hombre,45-59,5893.0,442537442270000.0,736062557730000.0,Vivienda,Xochimilco
972,2015.0,13.0,Pobreza muy alta,Hombre,60 y mas,2422.0,177818535307000.0,306581464693000.0,Vivienda,Xochimilco
973,2015.0,13.0,Pobreza muy alta,Hombre,No especificado,9.0,-418669908956000.0,221866990896000.0,Vivienda,Xochimilco
974,2015.0,13.0,Pobreza muy alta,Mujer,45-59,5587.0,430625302288000.0,686774697712000.0,Vivienda,Xochimilco
975,2015.0,13.0,Pobreza alta,Hombre,0-11,5104.0,369673403568000.0,651126596432000.0,Vivienda,Xochimilco
976,2015.0,13.0,Pobreza alta,Hombre,No especificado,46.0,-461396803940000.0,138139680394000.0,Vivienda,Xochimilco
977,2015.0,13.0,Pobreza alta,Mujer,60 y mas,2402.0,169836296590000.0,310563703410000.0,Vivienda,Xochimilco
978,2015.0,13.0,Pobreza alta,Mujer,No especificado,19.0,-278050130285000.0,658050130285000.0,Vivienda,Xochimilco
979,2015.0,13.0,Pobreza moderada,Hombre,0-11,9666.0,650669825261000.0,128253017474000.0,Vivienda,Xochimilco
980,2015.0,13.0,Pobreza moderada,Hombre,12-29,15948.0,115940234736000.0,203019765264000.0,Vivienda,Xochimilco
981,2015.0,13.0,Pobreza moderada,Mujer,12-29,15670.0,111706476909000.0,201693523091000.0,Vivienda,Xochimilco
982,2015.0,13.0,Pobreza moderada,Mujer,60 y mas,6304.0,423730255173000.0,837069744827000.0,Vivienda,Xochimilco
983,2015.0,13.0,Pobreza moderada,Mujer,No especificado,42.0,-413290037743000.0,125329003774000.0,Vivienda,Xochimilco
984,2015.0,13.0,Satisfaccion mínima,Hombre,0-11,3086.0,208887156763000.0,408312843237000.0,Vivienda,Xochimilco
985,2015.0,13.0,Satisfaccion mínima,Hombre,12-29,6009.0,380776458088000.0,821023541912000.0,Vivienda,Xochimilco
986,2015.0,13.0,Satisfaccion mínima,Hombre,30-44,4945.0,316900985539000.0,672099014461000.0,Vivienda,Xochimilco
987,2015.0,13.0,Satisfaccion mínima,Hombre,45-59,3543.0,246043537282000.0,462556462718000.0,Vivienda,Xochimilco
988,2015.0,13.0,Satisfaccion mínima,Mujer,0-11,3388.0,116906933790000.0,560693066210000.0,Vivienda,Xochimilco
989,2015.0,13.0,Satisfaccion mínima,Mujer,30-44,4715.0,306180824571000.0,636819175429000.0,Vivienda,Xochimilco
990,2015.0,13.0,Satisfaccion mínima,Mujer,No especificado,26.0,-268143934086000.0,788143934086000.0,Vivienda,Xochimilco
991,2015.0,13.0,Estrato medio,Hombre,0-11,5193.0,273101605479000.0,765498394521000.0,Vivienda,Xochimilco
992,2015.0,13.0,Estrato medio,Mujer,30-44,9510.0,652177067762000.0,124982293224000.0,Vivienda,Xochimilco
993,2015.0,13.0,Estrato medio,Mujer,60 y mas,7236.0,551926032203000.0,895273967797000.0,Vivienda,Xochimilco
994,2015.0,13.0,Estrato alto,Hombre,45-59,4498.0,283631296096000.0,615968703904000.0,Vivienda,Xochimilco
995,2015.0,13.0,Estrato alto,Hombre,60 y mas,3511.0,236757932470000.0,465442067530000.0,Vivienda,Xochimilco
996,2015.0,13.0,Estrato alto,Mujer,0-11,927.0,484017148879000.0,136998285112000.0,Vivienda,Xochimilco
997,2015.0,13.0,Estrato alto,Mujer,12-29,3125.0,19266549485800.0,43233450514200.0,Vivienda,Xochimilco
998,2015.0,13.0,Estrato alto,Mujer,45-59,5018.0,345778088737000.0,657821911263000.0,Vivienda,Xochimilco
999,2015.0,14.0,Pobreza muy alta,Mujer,45-59,1725.0,817624650268000.0,26323753497300.0,Vivienda,Benito Juárez
1000,2015.0,14.0,Pobreza muy alta,Mujer,60 y mas,1146.0,526427746787000.0,17655722532100.0,Vivienda,Benito Juárez
1001,2015.0,14.0,Pobreza muy alta,Mujer,No especificado,33.0,-243879613567000.0,903879613567000.0,Vivienda,Benito Juárez
1002,2015.0,14.0,Pobreza alta,Hombre,12-29,2654.0,158419102869000.0,372380897131000.0,Vivienda,Benito Juárez
1003,2015.0,14.0,Pobreza alta,Mujer,0-11,1853.0,960998683447000.0,27450013165500.0,Vivienda,Benito Juárez
1004,2015.0,14.0,Pobreza alta,Mujer,12-29,2760.0,167186450449000.0,384813549551000.0,Vivienda,Benito Juárez
1005,2015.0,14.0,Pobreza alta,Mujer,60 y mas,1135.0,614700993278000.0,165529900672000.0,Vivienda,Benito Juárez
1006,2015.0,14.0,Pobreza moderada,Hombre,12-29,6831.0,456212545028000.0,909987454972000.0,Vivienda,Benito Juárez
1007,2015.0,14.0,Pobreza moderada,Hombre,30-44,6833.0,482144380059000.0,884455619941000.0,Vivienda,Benito Juárez
1008,2015.0,14.0,Pobreza moderada,Hombre,45-59,4350.0,284559436737000.0,585440563263000.0,Vivienda,Benito Juárez
1009,2015.0,14.0,Pobreza moderada,Mujer,0-11,3624.0,192032187413000.0,532767812587000.0,Vivienda,Benito Juárez
1010,2015.0,14.0,Pobreza moderada,Mujer,45-59,4992.0,357783248340000.0,640616751660000.0,Vivienda,Benito Juárez
1011,2015.0,14.0,Satisfaccion mínima,Hombre,30-44,6911.0,495564957985000.0,886635042015000.0,Vivienda,Benito Juárez
1012,2015.0,14.0,Satisfaccion mínima,Mujer,60 y mas,5069.0,354557740981000.0,659242259019000.0,Vivienda,Benito Juárez
1013,2015.0,14.0,Estrato medio,Hombre,30-44,20014.0,169028853116000.0,231251146884000.0,Vivienda,Benito Juárez
1014,2015.0,14.0,Estrato medio,Mujer,0-11,7336.0,567336329047000.0,899863670953000.0,Vivienda,Benito Juárez
1015,2015.0,14.0,Estrato medio,Mujer,12-29,18258.0,152264164190000.0,212895835810000.0,Vivienda,Benito Juárez
1016,2015.0,14.0,Estrato medio,Mujer,No especificado,6.0,-838139771137000.0,203813977114000.0,Vivienda,Benito Juárez
1017,2015.0,14.0,Estrato alto,Hombre,30-44,14582.0,116798854295000.0,174841145705000.0,Vivienda,Benito Juárez
1018,2015.0,14.0,Estrato alto,Mujer,60 y mas,20696.0,168422019112000.0,245497980888000.0,Vivienda,Benito Juárez
1019,2015.0,15.0,Pobreza muy alta,Hombre,60 y mas,2410.0,159426337610000.0,322573662390000.0,Vivienda,Cuauhtémoc
1020,2015.0,15.0,Pobreza muy alta,Hombre,No especificado,17.0,-180862444129000.0,520862444129000.0,Vivienda,Cuauhtémoc
1021,2015.0,15.0,Pobreza muy alta,Mujer,30-44,7217.0,543590103517000.0,899809896483000.0,Vivienda,Cuauhtémoc
1022,2015.0,15.0,Pobreza muy alta,Mujer,60 y mas,3566.0,211724056981000.0,501475943019000.0,Vivienda,Cuauhtémoc
1023,2015.0,15.0,Pobreza alta,Mujer,0-11,5251.0,410596336655000.0,639603663345000.0,Vivienda,Cuauhtémoc
1024,2015.0,15.0,Pobreza alta,Mujer,12-29,7298.0,556631455379000.0,902968544621000.0,Vivienda,Cuauhtémoc
1025,2015.0,15.0,Pobreza moderada,Hombre,12-29,15224.0,123680443521000.0,180799556479000.0,Vivienda,Cuauhtémoc
1026,2015.0,15.0,Satisfaccion mínima,Mujer,30-44,10355.0,87541381269600.0,119558618730000.0,Vivienda,Cuauhtémoc
1027,2015.0,15.0,Satisfaccion mínima,Mujer,45-59,7979.0,645129594320000.0,950670405680000.0,Vivienda,Cuauhtémoc
1028,2015.0,15.0,Estrato medio,Hombre,12-29,21152.0,174273289539000.0,248766710461000.0,Vivienda,Cuauhtémoc
1029,2015.0,15.0,Estrato medio,Hombre,60 y mas,11303.0,936589236654000.0,13240107633500.0,Vivienda,Cuauhtémoc
1030,2015.0,15.0,Estrato medio,Hombre,No especificado,50.0,-414351855214000.0,141435185521000.0,Vivienda,Cuauhtémoc
1031,2015.0,15.0,Estrato medio,Mujer,0-11,6435.0,518553965865000.0,768446034135000.0,Vivienda,Cuauhtémoc
1032,2015.0,15.0,Estrato medio,Mujer,12-29,21235.0,172503827378000.0,252196172622000.0,Vivienda,Cuauhtémoc
1033,2015.0,15.0,Estrato medio,Mujer,No especificado,35.0,-32195249546900.0,732195249547000.0,Vivienda,Cuauhtémoc
1034,2015.0,15.0,Estrato alto,Hombre,0-11,980.0,57846381074900.0,138153618925000.0,Vivienda,Cuauhtémoc
1035,2015.0,16.0,Pobreza muy alta,Hombre,0-11,2765.0,165206229670000.0,387793770330000.0,Vivienda,Miguel Hidalgo
1036,2015.0,16.0,Pobreza muy alta,Hombre,No especificado,25.0,-301068682022000.0,801068682022000.0,Vivienda,Miguel Hidalgo
1037,2015.0,16.0,Pobreza muy alta,Mujer,0-11,2934.0,156026436953000.0,430773563047000.0,Vivienda,Miguel Hidalgo
1038,2015.0,16.0,Pobreza alta,Hombre,45-59,1734.0,103646577859000.0,243153422141000.0,Vivienda,Miguel Hidalgo
1039,2015.0,16.0,Pobreza alta,Mujer,0-11,2337.0,132294958186000.0,335105041814000.0,Vivienda,Miguel Hidalgo
1040,2015.0,16.0,Pobreza alta,Mujer,30-44,3055.0,196403734081000.0,414596265919000.0,Vivienda,Miguel Hidalgo
1041,2015.0,16.0,Pobreza moderada,Hombre,60 y mas,3243.0,216831240069000.0,431768759931000.0,Vivienda,Miguel Hidalgo
1042,2015.0,16.0,Pobreza moderada,Mujer,0-11,4469.0,286210401617000.0,607589598383000.0,Vivienda,Miguel Hidalgo
1043,2015.0,16.0,Pobreza moderada,Mujer,12-29,8268.0,567161452249000.0,108643854775000.0,Vivienda,Miguel Hidalgo
1044,2015.0,16.0,Pobreza moderada,Mujer,30-44,7871.0,551369061049000.0,102283093895000.0,Vivienda,Miguel Hidalgo
1045,2015.0,16.0,Pobreza moderada,Mujer,No especificado,47.0,-283138752631000.0,122313875263000.0,Vivienda,Miguel Hidalgo
1046,2015.0,16.0,Satisfaccion mínima,Hombre,0-11,3969.0,222146556646000.0,571653443354000.0,Vivienda,Miguel Hidalgo
1047,2015.0,16.0,Satisfaccion mínima,Hombre,12-29,6253.0,348493125608000.0,902106874392000.0,Vivienda,Miguel Hidalgo
1048,2015.0,16.0,Satisfaccion mínima,Hombre,No especificado,38.0,-553480816221000.0,131348081622000.0,Vivienda,Miguel Hidalgo
1049,2015.0,16.0,Satisfaccion mínima,Mujer,12-29,6124.0,326696254951000.0,898103745049000.0,Vivienda,Miguel Hidalgo
1050,2015.0,16.0,Satisfaccion mínima,Mujer,45-59,4260.0,250202566793000.0,601797433207000.0,Vivienda,Miguel Hidalgo
1051,2015.0,16.0,Satisfaccion mínima,Mujer,60 y mas,3453.0,21486064330500.0,47573935669500.0,Vivienda,Miguel Hidalgo
1052,2015.0,16.0,Estrato medio,Hombre,0-11,7531.0,500392221186000.0,100580777881000.0,Vivienda,Miguel Hidalgo
1053,2015.0,16.0,Estrato medio,Hombre,12-29,13406.0,883321830792000.0,179787816921000.0,Vivienda,Miguel Hidalgo
1054,2015.0,16.0,Estrato medio,Hombre,60 y mas,7146.0,551804337366000.0,877395662634000.0,Vivienda,Miguel Hidalgo
1055,2015.0,17.0,Pobreza muy alta,Hombre,30-44,7010.0,521358944912000.0,880641055088000.0,Vivienda,Venustiano Carranza
1056,2015.0,17.0,Pobreza muy alta,Hombre,60 y mas,2258.0,138436413903000.0,313163586097000.0,Vivienda,Venustiano Carranza
1057,2015.0,17.0,Pobreza muy alta,Mujer,12-29,11640.0,847322820110000.0,148067717989000.0,Vivienda,Venustiano Carranza
1058,2015.0,17.0,Pobreza alta,Hombre,0-11,5958.0,450989273353000.0,740610726647000.0,Vivienda,Venustiano Carranza
1059,2015.0,17.0,Pobreza alta,Hombre,30-44,5330.0,376502084658000.0,689497915342000.0,Vivienda,Venustiano Carranza
1060,2015.0,17.0,Pobreza alta,Mujer,60 y mas,3297.0,224053930052000.0,435346069948000.0,Vivienda,Venustiano Carranza
1061,2015.0,17.0,Pobreza moderada,Hombre,0-11,8458.0,623511357080000.0,106808864292000.0,Vivienda,Venustiano Carranza
1062,2015.0,17.0,Pobreza moderada,Hombre,30-44,11607.0,929669649249000.0,139173035075000.0,Vivienda,Venustiano Carranza
1063,2015.0,17.0,Pobreza moderada,Hombre,60 y mas,5949.0,455001426185000.0,734798573815000.0,Vivienda,Venustiano Carranza
1064,2015.0,17.0,Pobreza moderada,Mujer,30-44,11816.0,960044157669000.0,140315584233000.0,Vivienda,Venustiano Carranza
1065,2015.0,17.0,Satisfaccion mínima,Hombre,0-11,3672.0,269035377986000.0,465364622014000.0,Vivienda,Venustiano Carranza
1066,2015.0,17.0,Satisfaccion mínima,Hombre,12-29,7623.0,546502786747000.0,978097213253000.0,Vivienda,Venustiano Carranza
1067,2015.0,17.0,Satisfaccion mínima,Mujer,45-59,5720.0,452807226001000.0,691192773999000.0,Vivienda,Venustiano Carranza
